LobbyingEntity,DateRange,Lobbyist,Client,House/Senate,BillNumber,BillActivity,AgentPosition,Amount,DirectBusinessAssosciation
Massachusetts Municipal Association,07/01/2020 - 12/31/2020,Massachusetts Municipal Association,,Senate Bill,2769,An Act Putting Patients First,Neutral,$0.00,N/A
Massachusetts Municipal Association,07/01/2020 - 12/31/2020,Massachusetts Municipal Association,,Senate Bill,1763,An Act relative to clarifying property tax exemptions for solar and wind systems,Support,$0.00,N/A
Massachusetts Municipal Association,07/01/2020 - 12/31/2020,Massachusetts Municipal Association,,Senate Bill,1578,An Act relative to post-retirement earnings of public retirees,Support,$0.00,N/A
Massachusetts Municipal Association,07/01/2020 - 12/31/2020,Massachusetts Municipal Association,,House Bill,4529,An Act enabling partnerships for growth,Support,$0.00,N/A
Massachusetts Municipal Association,07/01/2020 - 12/31/2020,Massachusetts Municipal Association,,Senate Bill,2831,An Act to guarantee housing stability during the COVID-19 emergency and recovery,Neutral,$0.00,N/A
Massachusetts Municipal Association,07/01/2020 - 12/31/2020,Massachusetts Municipal Association,,House Bill,4925,An Act to preserve the practice of including annual payments in lieu of vacation as regular compensation for current retirees and active retirement system members where such benefit existed as of May 2018,Oppose,$0.00,N/A
Massachusetts Municipal Association,07/01/2020 - 12/31/2020,Massachusetts Municipal Association,,House Bill,2403,An Act relative to clarifying property tax exemptions for solar and wind systems,Support,$0.00,N/A
Massachusetts Municipal Association,07/01/2020 - 12/31/2020,Massachusetts Municipal Association,,Senate Bill,1595,"An Act relative to the safety of fire, police, and emergency medical technicians from contagious diseases",Oppose,$0.00,N/A
Massachusetts Municipal Association,07/01/2020 - 12/31/2020,Massachusetts Municipal Association,,Senate Bill,2725,An Act promoting governmental efficiency,Support,$0.00,N/A
Massachusetts Municipal Association,07/01/2020 - 12/31/2020,Massachusetts Municipal Association,,House Bill,5102,An Act making appropriations for fiscal year 2020 to provide for supplementing certain existing appropriations and for certain other activities and projects,Support,$0.00,N/A
Massachusetts Municipal Association,07/01/2020 - 12/31/2020,Massachusetts Municipal Association,,Executive,Massachusetts Department of Revenue (Executive Office for Administration and Finance),Memorandum to the Division of Local Services (DLS) and the Department of Elementary and Secondary Education (DESE) supporting hold harmless and minimum aid in the Chapter 70 school aid calculation pursuant to a request for comments under section 21 of Chapter 132 of the Acts of 2019 (Student Opportunity Act).,Support,$0.00,N/A
Massachusetts Municipal Association,07/01/2020 - 12/31/2020,Massachusetts Municipal Association,,House Bill,5150,"An Act making appropriations for the fiscal year 2021 for the maintenance of the departments, boards, commissions, institutions and certain activities of the commonwealth, for interest, sinking fund and serial bond requirements and for certain permanent improvements",Support,$0.00,N/A
Massachusetts Municipal Association,07/01/2020 - 12/31/2020,Massachusetts Municipal Association,,Senate Bill,490,An Act promoting awareness of sewage pollution in public waters,Support,$0.00,N/A
Massachusetts Municipal Association,07/01/2020 - 12/31/2020,Massachusetts Municipal Association,,House Bill,4751,An Act to mitigate arbovirus in the Commonwealth,Neutral,$0.00,N/A
Massachusetts Municipal Association,07/01/2020 - 12/31/2020,Massachusetts Municipal Association,,Senate Bill,2944,"Text of the (Rodrigues) amendment to House, No. 5102",Support,$0.00,N/A
Massachusetts Municipal Association,07/01/2020 - 12/31/2020,Massachusetts Municipal Association,,Executive,Massachusetts Board of Elementary and Secondary Education,Letter to the Board of Elementary and Secondary Education (BESE) seeking changes to regulations governing admissions practices at vocational and technical schools.,Support,$0.00,N/A
Massachusetts Municipal Association,07/01/2020 - 12/31/2020,Massachusetts Municipal Association,,House Bill,5151,"An Act making appropriations for the fiscal year 2021 for the maintenance of the departments, boards, commissions, institutions and certain activities of the commonwealth, for interest, sinking fund and serial bond requirements and for certain permanent improvements",Support,$0.00,N/A
Massachusetts Municipal Association,07/01/2020 - 12/31/2020,Massachusetts Municipal Association,,Senate Bill,528,An Act encouraging the use of renewable energy on agricultural land,Neutral,$0.00,N/A
Massachusetts Municipal Association,07/01/2020 - 12/31/2020,Massachusetts Municipal Association,,Senate Bill,2757,An Act to mitigate arbovirus in the Commonwealth,Neutral,$0.00,N/A
Massachusetts Municipal Association,07/01/2020 - 12/31/2020,Massachusetts Municipal Association,,House Bill,5130,An Act making appropriations for fiscal year 2020 to provide for supplementing certain existing appropriations and for certain other activities and projects,Support,$0.00,N/A
Massachusetts Municipal Association,07/01/2020 - 12/31/2020,Massachusetts Municipal Association,,Executive,Massachusetts Board of Elementary and Secondary Education,Letter to the Board of Elementary and Secondary Education (BESE) seeking changes to regulations governing admissions practices at vocational and technical schools.,Support,$0.00,N/A
Massachusetts Municipal Association,07/01/2020 - 12/31/2020,Massachusetts Municipal Association,,Senate Bill,459,An Act protecting the natural resources of the commonwealth,Oppose,$0.00,N/A
Massachusetts Municipal Association,07/01/2020 - 12/31/2020,Massachusetts Municipal Association,,Senate Bill,1485,"An Act relative to disability or death caused by infectious diseases, presumption",Oppose,$0.00,N/A
Massachusetts Municipal Association,07/01/2020 - 12/31/2020,Massachusetts Municipal Association,,Senate Bill,2755,An Act relative to voting options in response to COVID-19,Neutral,$0.00,N/A
Massachusetts Municipal Association,07/01/2020 - 12/31/2020,Massachusetts Municipal Association,,Executive,Cannabis Control Commission,Comment letter to Cannabis Control Commission opposing proposed draft regulation changes to 935 CMR 501.000 and 935 CMR 500.000,Oppose,$0.00,N/A
Massachusetts Municipal Association,07/01/2020 - 12/31/2020,Massachusetts Municipal Association,,House Bill,4888,An Act Putting Patients First,Neutral,$0.00,N/A
Massachusetts Municipal Association,07/01/2020 - 12/31/2020,Massachusetts Municipal Association,,House Bill,5242,An Act protecting the natural resources of the Commonwealth,Support,$0.00,N/A
Massachusetts Municipal Association,07/01/2020 - 12/31/2020,Massachusetts Municipal Association,,House Bill,2619,An Act clarifying property tax exemptions for solar and wind systems,Support,$0.00,N/A
Massachusetts Municipal Association,07/01/2020 - 12/31/2020,Massachusetts Municipal Association,,Senate Bill,2185,An Act ensuring fair funding for rural schools,Support,$0.00,N/A
Massachusetts Municipal Association,07/01/2020 - 12/31/2020,Massachusetts Municipal Association,,House Bill,4650,An Act to mitigate arbovirus in the Commonwealth,Oppose,$0.00,N/A
Massachusetts Municipal Association,07/01/2020 - 12/31/2020,Massachusetts Municipal Association,,House Bill,5014,An Act making appropriations for the fiscal year 2020 to provide for supplementing certain existing appropriations and for certain other activities and projects,Support,$0.00,N/A
Massachusetts Municipal Association,07/01/2020 - 12/31/2020,Massachusetts Municipal Association,,Executive,Massachusetts Department of Elementary and Secondary Education,Memorandum to the Department of Revenue's Division of Local Services (DLS) and the Department of Elementary and Secondary Education (DESE) supporting hold harmless and minimum aid in the Chapter 70 school aid calculation pursuant to a request for comments under section 21 of Chapter 132 of the Acts of 2019 (Student Opportunity Act).,Support,$0.00,N/A
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,"John E. Murphy, Jr.","New England Cable & Telecommunications Association, Inc.",Senate Bill,2819,An Act financing the general governmental infrastructure of the Commonwealth,Neutral,$0.00,N/A
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,"John E. Murphy, Jr.","New England Cable & Telecommunications Association, Inc.",House Bill,4854,An Act enabling partnerships for growth,Neutral,$0.00,N/A
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,"John E. Murphy, Jr.","New England Cable & Telecommunications Association, Inc.",Senate Bill,2790,An Act financing the general governmental infrastructure of the Commonwealth,Neutral,$0.00,N/A
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,"John E. Murphy, Jr.","New England Cable & Telecommunications Association, Inc.",House Bill,4887,An Act enabling partnerships for growth,Neutral,$0.00,N/A
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,"John E. Murphy, Jr.","New England Cable & Telecommunications Association, Inc.",Senate Bill,2874,An Act enabling partnerships for growth,Neutral,$0.00,N/A
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,"John E. Murphy, Jr.","New England Cable & Telecommunications Association, Inc.",House Bill,4879,An Act enabling partnerships for growth,Neutral,$0.00,N/A
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,"John E. Murphy, Jr.","New England Cable & Telecommunications Association, Inc.",Senate Bill,4,"An Act making appropriations for the fiscal year 2021 for the maintenance of the departments, boards, commissions, institutions and certain activities of the Commonwealth, for interest, sinking fund and serial bond requirements and for certain permanent improvements",Neutral,$0.00,N/A
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,"John E. Murphy, Jr.","New England Cable & Telecommunications Association, Inc.",House Bill,4708,An Act financing the general governmental infrastructure of the Commonwealth,Neutral,$0.00,N/A
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,"John E. Murphy, Jr.","New England Cable & Telecommunications Association, Inc.",House Bill,5150,"An Act making appropriations for the fiscal year 2021 for the maintenance of the departments, boards, commissions, institutions and certain activities of the commonwealth, for interest, sinking fund and serial bond requirements and for certain permanent improvements",Neutral,$0.00,N/A
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,"John E. Murphy, Jr.","New England Cable & Telecommunications Association, Inc.",House Bill,4529,An Act enabling partnerships for growth,Neutral,$0.00,N/A
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,"John E. Murphy, Jr.","New England Cable & Telecommunications Association, Inc.",House Bill,4733,An Act financing the general governmental infrastructure of the Commonwealth,Neutral,$0.00,N/A
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,"John E. Murphy, Jr.","New England Cable & Telecommunications Association, Inc.",Senate Bill,2842,An Act enabling partnerships for growth,Neutral,$0.00,N/A
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,"John E. Murphy, Jr.","New England Cable & Telecommunications Association, Inc.",House Bill,4932,An Act financing the general governmental infrastructure of the Commonwealth,Neutral,$0.00,N/A
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,"John E. Murphy, Jr.","Northeast Alternatives, Inc.",Executive,Other,Monitor all COVID-19 related executive orders and legislation,Neutral,$0.00,N/A
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,"John E. Murphy, Jr.","Northeast Alternatives, Inc.",Executive,Other,Monitor all activities and regulations of the Cannabis control commission,Neutral,$0.00,N/A
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,"John E. Murphy, Jr.",Green Analytics Massachusetts dba Steephill Massachusetts,Executive,Other,Monitor all COVID-19 related executive orders and legislation,Neutral,$0.00,N/A
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,"John E. Murphy, Jr.",Green Analytics Massachusetts dba Steephill Massachusetts,Executive,Other,Monitor all activities and regulations of the Cannabis control commission,Neutral,$0.00,N/A
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,"John E. Murphy, Jr.","Curaleaf, inc.",Executive,Other,Monitor all COVID-19 related executive orders and legislation,Neutral,$0.00,N/A
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,"John E. Murphy, Jr.","Curaleaf, inc.",Executive,Other,Monitor all activities and regulations of the Cannabis control commission,Neutral,$0.00,N/A
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,"John E. Murphy, Jr.",Aries Clean Energy,Executive,Department of Environmental Protection (DEP),Facilitated meetings with the department of environmental protection for introduction of their technology,Support,$0.00,N/A
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,"John E. Murphy, Jr.",Aries Clean Energy,Executive,Other,Monitored all COVID-19 related executive orders and legislation,Neutral,$0.00,N/A
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,"John E. Murphy, Jr.",ERM,Senate Bill,2875,An Act relative to an easement in Lynn,Support,$0.00,N/A
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,"John E. Murphy, Jr.",ERM,House Bill,5228,An Act relative to an easement in Lynn,Support,$0.00,N/A
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,"John E. Murphy, Jr.",ERM,Executive,Other,Monitoring all COVID-19 related executive orders and legislation,Neutral,$0.00,N/A
